id,label,definition
ก๘๒_14,ปลีน่อง,กล้ามเนื้อที่น่องมีลักษณะโค้งนูน เช่น ปลีน่องอันงดงาม
ก๘๓,ลักษณะขาและน่อง,
ก๘๓_1,"ขาเก, โกง, โก่ง, ตรง, ยาว, ลีบ, เล็ก, สั้น, ใหญ่",ดูความหมายใน ท๑๘๑-ท ๑๘๖
ก๘๓_2,ขากอม,ขาโก่ง
ก๘๓_3,ขาเป๋,ขาบิดไป
ก๘๓_4,ขาลาย,ขามีริ้วรอย ไม่เกลี้ยงเกลา
ก๘๓_5,"น่องทู่, เรียว, อวบ","ดูความหมายใน ท ๑๘๘, ท ๑๘๐,"
ก๕_1,"มือ; มือไม้ (ไม่ทางการ), พระหัตถ์ (ราชา); กร, หัตถ์ (กวี)","อวัยวะที่ต่อกับแขน ใช้หยิบจับสิ่งของเป็นต้น [ล.ว่า ข้าง, มือ]"
ก๕_2,อีขวา (ปาก),มือขวา
ก๕_3,อีซ้าย (ปาก),มือซ้าย
ก๕_4,"ข้อมือ; ข้อพระกร, ข้อพระหัตถ์ (ราชา)",ส่วนของข้อมือตรงที่ต่อกับแขน
ก๕_5,"นิ้ว, นิ้วมือ; นิ้วพระหัตถ์, พระองคุลี (ราช); องคุลี (กวี)",ส่วนสุดของมือแยกออกเป็น ๕ นิ้ว
ก๕_6,"นิ้วหัวแม่มือ, หัวแม่มือ; พระอังคุฐ (ราชา)",นิ้วที่ใหญ่ที่สุด
ก๕_7,นิ้วชี้; พระดัชนี (ราชา); ดัชนี (กวี),นิ้วที่ใช้ชี้
ก๕_8,นิ้วกลาง; พระมัชฌิมา (ราชา),นิ้วที่อยู่กลางระหว่างนิ้วทั้ง ๕
ก๕_9,นิ้วนาง; พระอนามิกา (ราชา),นิ้วที่อยู่ระหว่างนิ้วกลางและนิ้วก้อย มักใช้สวมแหวน
ก๕_10,นิ้วก้อย; พระกนิษฐา (ราชา),นิ้วที่เล็กที่สุด
ก๕_11,"ข้อนิ้ว, ข้อนิ้วมือ; ข้อนิ้วพระหัตถ์, พระองคุลีบัพ (ราชา)",ส่วนต่อระหว่างนิ้วแต่ละท่อน
ก๕_12,มะเหงก,หลังนิ้วงอๆ ที่เขกหัว
ก๕_13,"กำมือ; กำพระหัตถ์, พระมุฐิ (ราชา)",มือที่กำเข้าเพื่อจับให้แน่น เช่น ลูกไก่ในกำมือ
ก๕_14,กำปั้น,มือที่กำเข้าให้แน่นเพื่อจะทุบเป็นต้น เช่น ชูกำปั้น
ก๕_15,หมัด,มือที่กำเข้าให้แน่นเพื่อจะชกหรือต่อย เช่น ชกด้วยหมัดลุ่นๆ
ก๕_16,"กระพุ่มมือ; กชกร, กรรพุม (กวี)",มือที่ประนม
ก๕_17,ง่ามมือ,ส่วนของมือที่มีลักษณะเป็นง่ามอยู่ระหว่างนิ้วนิ้วชี้กับนิ้วหัวแม่มือ
ก๕_18,"ง่ามนิ้ว, ง่ามนิ้วมือ",ส่วนของมือที่มีลักษณะเป็นง่ามอยู่ระหว่างนิ้ว
ก๕_19,ประตูลม,อวัยวะส่วนที่อยู่ระหว่างนิ้วมือหรือนิ้วเท้า
ก๕_20,อุ้งมือ,ส่วนกลางของฝ่ามือ
ก๕_21,"ฝ่ามือ; ฝ่าพระหัตถ์ (ราชา); ปาณิ, ปาณี (กวี)",ด้านหน้าของมือ
ก๕_22,กลางใจมือ,กลางฝ่ามือ
ก๕_23,ซองมือ,ฝ่ามือที่นิ้วมือมารวมเข้าด้วยกัน
ก๕_24,หลังมือ; หลังพระหัตถ์ (ราชา),ด้านหลังของมือ
ก๕_25,สันมือ,ส่วนข้างของมือด้านนิ้วก้อย
ก๕_26,"เล็บมือ; พระกรชะ; พระนขา (ราชา); นขา, นัข (กวี)",สิ่งซึ่งมีลักษณะแข็งเป็นแผ่นอยู่ตอนปลายนิ้ว
ก๕_27,ดอกเล็บ,รอยจุดขาวๆ ที่เกิดบนเล็บ
ก๕_28,จมูกเล็บ,เนื้อแข็งที่ยื่นออกมาข้างเล็บ
ก๕_29,ลายมือ,รอยเส้นที่ฝ่ามือ
ก๕_30,ก้นหอย,รอยเส้นขดวนเข้าหาศูนย์กลางอย่างรูปก้นหอย ที่มีนิ้วมือเป็นต้น
ก๕_31,มัดหวาย,ลายนิ้วมือที่ไม่ขดวนเข้าหาศูนย์กลางอย่างก้นหอย
ก๘๕,ลักษณะมือ นิ้ว และเล็บ,
ก๘๕_1,"มือนิ่ม, นุ่มนิ่ม, ป้อมๆ, ยาว, เรียว, เล็ก, สาก, หยาบ, หยาบกร้าน, ใหญ่, อูม",ดูความหมายใน ท ๑๘๐-ท ๒๐๔
ก๘๕_2,มือแป,มือพิการ นิ้วกำเข้าไม่ได้
ก๘๕_3,มือหงิก,มือพิการ นิ้วเหยียดไม่ได้
ก๘๕_4,"นิ้วกุด, ด้วน, ป้อมๆ, เรียว","ดูความหมายใน ท ๑๕๔, ท ๑๘๐"
ก๘๕_5,"เล็บขบ, ฉีก, เปราะ, เปิก","ดูความหมายใน ท ๒๒๐, ท ๑๔๙, ท ๑๔๖, ท ๑๕๓"
ก๘๕_6,เล็บถอด,เล็บหลุดออก
ก๘๖,เท้า,
ก๘๖_1,"เท้า; ตีน (ไม่สุภาพ); พระบาท (ราชา); บทมาลย์, บทเรศ, บทวเรศ, บทศรี, บทามพุช, บัวบาท, บาท, บาทบงกช (กวี)","อวัยวะส่วนล่างสุดอยู่ต่อจากข้อเท้าลงไป ใช้ทรงตัวยืนหรือเดิน เป็นต้น [ล.ว่า ข้าง, เท้า]"
ก๘๖_2,"สันเท้า; สันตีน (ต่ำ), พระปราษณี, พระปัณหิ, สันพระบาท (ราชา)",ส่วนท้ายของเท้า
ก๘๖_3,หลังเท้า; หลังพระบาท (ราชา),ส่วนหลังของเท้า
ก๘๖_4,สันเท้า,ส่วนข้างของเท้าด้านนอก
ก๘๖_5,ข้อเท้า; ข้อพระบาท (ราชา),ส่วนของเท้าตรงที่ต่อกับขา
ก๘๖_6,ตาตุ่ม; พระโคปผกะ (ราชา),ส่วนที่เป็นปุ่มกลมๆ ที่ข้อเท้าทั้ง ๒ ข้าง
ก๘๖_7,นิ้วเท้า; นิ้วพระบาท (ราชา),ส่วนสุดของเท้าแยกออกเป็น ๕ นิ้ว
ก๘๖_8,ฝ่าเท้า; ฝ่าพระบาท (ราชา),พื้นเท้า
ก๘๖_9,อุ้งเท้า,ส่วนกลางของฝ่าเท้า
ก๘๖_10,ร้อยหวาย,เอ็นเหนือส้นเท้าต่อกับน่อง
ก๘๖_11,ง่ามเท้า,ส่วนของเท้าที่มีลักษณะเป็นง่ามอยู่ระหว่างนิ้วหัวแม่เท้ากับนิ้วถัดไป
ก๘๖_12,ง่ามนิ้วเท้า,ส่วนของเท้าที่มีลักษณะเป็นง่ามอยู่ระหว่างนิ้ว
ก๘๗,ลักษณะเท้า,
ก๘๗_1,"เท้าแบน, เรียว, เล็ก, ใหญ่",ดูความหมายใน ท ๑๘๐-ท ๑๘๒
ก๘๗_2,เท้าปุก,เท้าพิการมีรูปดังกำปั้น
ก๙๐,– ก ๑๑๑ ส่วนประกอบจากภายนอกถึงภายใน,
ก๙๐_1,ขน; พระโลมา (ราชา),"สิ่งที่เป็นเส้นขึ้นตามผิวหนังคนและสัตว์ เช่น ขนจมูก; พระโลมนาสิก, ขนพระนาสิก (ราชา), ขนหว่างคิ้ว; พระอุณาโลม (ราชา), ขนตา; พระโลมจักษุ, ขนพระเนตร (ราชา), ขนรักแร้; พระกัจฉโลมะ (ราชา) [ล.ว่า เส้น; กระจุก]"
ก๙๐_2,ขนเพชร,ขนสีขาวที่ขึ้นแปลกเป็นพิเศษมีลักษณะยาวกว่าปรกติ
ก๙๐_3,หนวด; พระมัสสุ (ราชา); มัสสุ (กวี),ขนเหนือริมฝีปากบน [ล.ว่า เส้น; กระจุก]
ก๙๐_4,"เครา; พระทาฐิกะ, พระทาฒิกะ (ราชา)",ขนตามแก้มหรือคาง
ก๙๐_5,"ผม; ผมเผ้า, เผ้าผม (ไม่ทางการ); พระเกศ, พระเกศา, พระศก (ราชา); เกศ, เกศา, เกศี, ศก (กวี)","ขนบนศีรษะ [ล.ว่า เส้น; กระจุก, ปอย]"
ก๙๐_6,ผมไฟ,ผมเดิมของทารกที่ติดมาแต่กำเนิด
ก๙๐_7,เส้นผม; เส้นพระเจ้า (ราชา:กษัตริย์),ผมแต่ละเส้น
ก๙๐_8,"ไรผม; ไรพระเกศ, ไรพระเกศา,ไรพระศก (ราชา)",รอยที่ถอนผมออกแล้ว
ก๙๐_9,ไรจุก; พระจุไร (ราชา),รอยมที่ถอนผมออกแล้วอยู่รอบจุก
ก๙๐_10,แสกผม,แนวระหว่างเส้นผม
ก๙๐_11,ขวัญ,ผมหรือขนที่ขึ้นเวียนเป็นก้นหอย
ก๙๐_12,"จอน, จอนหู; พระกรรเจียก (ราชา)",ผมที่อยู่ข้างหู
ก๙๐_13,ลูกผม,ผมอ่อนๆ ที่อยู่บริเวณหน้าผากเป็นต้น
ก๙๐_14,"หางเต่า, หีเต่า",ปอยผมในร่องเล็กที่ท้ายทอยมีรูปแหลม
ก๙๐_15,หอย,ผมที่ทำเป็นวงเล็กๆ
ก๙๑,ลักษณะผม,
ก๙๑_1,ผมหยาบ,ผมเส้นใหญ่และกระด้าง
ก๙๑_2,ผมละเอียด,ผมเส้นเล็กบาง
ก๙๑_3,"ผมแห้ง, โศก",ไม่มีน้ำมันที่เส้นผม
ก๙๑_4,"ผมแตก, แตกปลาย",ปลายผมแตกเพราะขาดน้ำมัน
ก๙๑_5,ผมเป็นมัน,ผมมีเงางาม
ก๙๑_6,ผมเป็นสังกะตัง,ผมมีฝุ่นละอองเป็นต้น ติดเหนียว
ก๙๑_7,"ผมยาวประบ่า, ยาวระต้นคอ, ยาวรุงรัง, ยาวรุ่ยร่าย, ยาวเลื้อย",ผมยาวในลักษณะต่างๆ
ก๙๑_8,"ผมสั้นกุด, สั้นเกรียน, สั้นติดหนังหัว, สั้นจู๋",ผมสั้นมาก
ก๙๑_9,"ผมหยิกขอด, หยิกเป็นคลื่น, หยิกหย็อกหย็อย, หยิกหย็อง, หยิกหยักศก",ผมหยิกในลักษณะต่างๆ
ก๙๑_10,ผมเหยียดตรง,ผมไม่หยิก
ก๙๑_11,ผมยุ่ง,ส้นผมพันกันไม่เป็นระเบียบ
ก๙๑_12,ผมเป็นกระเซิง,เส้นผมพันกันดูพองฟู
ก๙๑_13,ผมสยาย,เส้นผมกระจายกัน
ก๙๑_14,"ผมเรียบ, เรียบแป๋, เรียบแปล้",เส้นผมเรียงกันเป็นระเบียบแนบหัว
ก๙๒,สีผม,
ก๙๒_1,"ผมดำขลับ, ดำเป็นมัน, ดำสนิท, ดำเหมือนขนกาน้ำ",ผมดำในลักษณะต่างๆ
ก๙๒_2,"ผมขาวประปราย, ขาวโพลน, สีขาวแซม, สีดอกเลา",ผมขาวในลักษณะต่างๆ
ก๙๒_3,ผมสีเทาเงิน,ผมค่อนข้างขาว
ก๙๓,ปริมาณผม,
ก๙๓_1,"ผมดก, หนา",มีปริมาณผมมาก
ก๙๓_2,"ผมบาง, โปร่ง",มีปริมาณผมน้อย
ก๙๔,ผมเด็ก,
ก๙๔_1,"จุก, ผมจุก",ผมเด็กที่ขมวดเอาไว้ตรงกระหม่อม
ก๙๔_2,แหยม,ส่วนของจุกที่แยกออกเป็นปอยๆ ก่อนประกอบพิธีโกนจุก
ก๙๔_3,"แกละ, หางแกละ",ผมเด็กที่เอาไว้เป็นปอยที่แง่ศีรษะ
ก๙๔_4,หางจิ้งเหลน,ผมเด็กที่เอาไว้ที่ท้ายทอยเล็กกว่าเปีย
ก๙๕,ผมผู้ชาย,
ก๙๕_1,ผมเป๋,ทรงผมผู้ชายที่หวีแสกข้าง
ก๙๕_2,"ผมทรงมหาดไทย, ผมมหาดไทย, ผมหลักแจว",ทรงผมผู้ชายสมัยก่อนที่โกนรอบศีรษะ แต่ไว้ยาวตรงกลางกระหม่อม
ก๙๕_3,ผมรองทรง,ทรงผมผู้ชายสมัยก่อนที่ตัดรอบศีรษะสั้น ไว้ข้างบนยาว ดูคล้ายทรงมหาดไทย
ก๙๕_4,"เปีย, ผมเปีย, หางเปีย",ผมชายจีนสมัยก่อนที่ถักเป็นเส้นห้อยยาวลงมา
ก๙๕_5,หางหนู,หางเปียที่กลมเรียวคล้ายหางหนู
ก๙๕_6,"พระจุฑามณี, พระโมลี, พระเมาลี",ผมของพระพุทธเจ้าที่มุ่นขมวดอยู่กลางกระหม่อม
ก๙๖,ผมผู้หญิง,
ก๙๖_1,"ผมม้า, หน้าม้า",ทรงผมผู้หญิงที่หวีส่วนหนึ่งลงมาปรกหน้าผากระดับคิ้ว
ก๙๖_2,ผมหางม้า,ทรงผมผู้หญิงที่รวบตรงท้ายทอย ปล่อยชายเป็นพวงเหมือนหางม้า
ก๙๖_3,ผมบ๊อบ,ทรงผมผู้หญิงที่ตัดปลายด้านหลังให้เสมอกันยาวระดับต้นคอ
ก๙๖_4,ผมชิงเกิล,ทรงผมผู้หญิงที่ซอยผมด้านหลังไล่ระดับกันลงมาถึงต้นคอ
ก๙๖_5,ผมเอฟโฟร,ทรงผมผู้หญิงที่พองฟูเหมือนพวกแอฟริกัน
ก๙๖_6,ผมมวย,ทรงผมผู้หญิงที่มุ่นเป็นกลุ่มไว้ตรงท้ายทอย
ก๙๖_7,ผมโป่ง,ทรงผมผู้หญิงที่มีช้องหนุนให้ผมโป่ง แล้วเกล้าเป็นมวย
ก๙๖_8,ผมตัด,ทรงผมผู้หญิงที่ไว้สั้นอย่างผู้ชาย
ก๙๖_9,ผมดอกกระทุ่ม,ทรงผมผู้หญิงที่ตัดสั้นดูเป็นพุ่มกลมคล้ายดอกกระทุ่ม
ก๙๖_10,ผมปีก,ทรงผมผู้หญิงสมัยก่อนที่ตัดเกรียนรอบศีรษะ ไว้ยาวตรงกระหม่อม
ก๙๖_11,ผมทัด,ทรงผมผู้หญิงสมัยก่อนที่มีผมยื่นยาวเป็นจอน ๒ ข้างสำหรับทัดหู
ก๙๖_12,"โซงโขดง, โองโขดง",ทรงผมผู้หญิงสมัยก่อนที่เกล้าไว้บนกระหม่อมเป็นห่วงยาวๆ โดยมากมีเกี้ยวหรือพวงมาลัยสวม
ก๙๖_13,"เปีย, ผมเปีย, หางเปีย; พระเวณี (ราชา)",ผมที่ถักห้อยยาวลงมา
ก๙๗,ผิวและหนัง,
ก๙๗_1,ผิว; พระฉวี (ราชา),ส่วนที่มีลักษณะบางๆ หุ้มอยู่ภายนอกสุดของหนัง
ก๙๗_2,"ผิวหน้า; ผิวพระพักตร์, พระราศี (ราชา)",ผิวที่หน้า
ก๙๗_3,หนัง; พระตจะ (ราชา),ส่วนของร่างกายที่หุ้มเนื้ออยู่ เช่น มีแต่หนังหุ้มกระดูก
ก๙๗_4,หนังกำพร้า,หนังชั้นนอกสุด เช่น ถอดเสื้อเห็นหนังกำพร้า
ก๙๗_5,ผิวหนัง,"หนังที่ผิวคือชั้นนอกสุด เช่น สักผิวหนังเป็นลวดลาย [ล.ว่า ชั้น, แผ่น]"
ก๙๘,สิ่งที่อยู่บนผิวหนัง,
ก๙๘_1,ขุมขน,หลุมเล็กๆ บนผิวหนัง
ก๙๘_2,ตีนกา,รอยย่นที่หางตามีลักษณะคล้ายตีนกา
ก๙๘_3,ตำหนิ,รอยแผลเป็นหรือไฝปานเป็นต้นที่เป็นเครื่องหมายให้สังเกตเห็นได้
ก๙๘_4,ปาน,ผิวเนื้อที่เป็นสีแดงหรือสีดำมาแต่กำเนิด
ก๙๘_5,ไฝ; พระปีฬกะ (ราชา),เม็ดที่มีสีดำหรือแดงขึ้นอยู่ตามตัว [ล.ว่า เม็ด]
ก๙๘_6,ขี้แมลงวัน; พระปีฬกะ (ราชา),"จุดดำเล็กๆ ที่ขึ้นตามตัว [ล.ว่า จุด, เม็ด]"
ก๙๘_7,กระ,จุดเล็กๆ มีสีต่างๆ
ก๙๘_8,ฝ้า,จุดหรือรอยผื่นสีคล้ำๆ บนใบหน้า
ก๙๘_9,ปัดไถม,ฝ้าบางๆ
ก๙๘_10,พรายย้ำ,รอยจ้ำเขียวๆ ตามตัว เกิดเพราะเลือดออกใต้ผิวหนัง [ล.ว่า รอย]
ก๙๘_11,ปม,เนื้อที่เป็นปุ่มขึ้นตามตัว [ล.ว่า ปม]
ก๙๘_12,ตุ่ม,เม็ดที่ขึ้นตามผิวหนัง [ล.ว่า ตุ่ม]
ก๙๘_13,ลาย,รอยแผลเป็นหรือรอยที่เกิดจากผิวหนังปริเพราะมีครรภ์
ก๙๙,รอยบุ๋มบนผิวหนัง,
ก๙๙_1,ลักยิ้ม,รอยเล็กๆ ที่บุ๋มลงไปที่แก้มหรือมุมปาก
ก๙๙_2,ยักหล่ม,รอยบุ๋มที่สะบักทั้ง ๒ ข้าง ถือว่าเป็นลักษณะร้าย
ก๙๙_3,ถ่มร้าย,รอยบุ๋มที่สะโพกทั้ง ๒ ข้าง ถือว่าเป็นลักษณะร้าย
ก๑๐๐,ลักษณะผิวและหนัง,
ก๑๐๐_1,"ผิวพรรณดี, เกลี้ยงเกลา","ดูความหมายใน ท ๒๐๙, ท ๑๙๑"
ก๑๐๐_2,"ผิวพรรณเป็นน้ำเป็นนวล, เปล่งปลั่ง, ผ่องใส, ผุดผ่อง, ผุดผาด",ดูสวยและมีสุขภาพดี
ก๑๐๐_3,ผิวผ่อง,ขาวเกลี้ยงดูสวย
ก๑๐๐_4,"ผิวละเอียด, หยาบ, กร้าน","ดูความหมายใน ท ๒๐๔, ท ๒๐๓"
ก๑๐๐_5,"ผิวนวลลออ, เป็นยองใย, เป็นใยยอง",ขาวนวลดูสวย
ก๑๐๐_6,"ผิวขาว, ขาวซีด, ขาวนวล, ขาวผ่อง, ขาวเผือด, นวล, ดำเป็นเหนี่ยง, ดำเป็นมัน, ดำมะเมี่ยม, ดำทะมึน, ดำปิ้ดปี๋, ดำปึ๊ดปื๋อ, ดำปี๋, ดำปื๋อ, ดำมิดหมี, คล้ำ",ดูความหมายใน ท ๑๘๓
ก๑๐๐_7,ดำแดง,สีคล้ำใกล้ไปทางน้ำตาล
ก๑๐๐_8,คล้ามแดด,สีคล้ำเพราะถูกแดด
ก๑๐๐_9,"หนังหนา, เหี่ยว","ดูความหมายใน ท ๑๘๑, ท ๑๙๕"
ก๑๐๑,เนื้อ,
ก๑๐๑_1,"เนื้อ; พระมังสา (ราชา); มังสะ, มางสะ (กวี)",ส่วนของร่างกายซึ่งหุ้มกระดูกอยู่ถัดหนังเข้าไป
ก๑๐๑_2,พังผืด; พระกิโลมกะ (ราชา),เยื่อเหนียวที่ยึดกล้ามเนื้อ
ก๑๐๑_3,สลักเพชร,กล้ามเนื้อตรงสะโพกตอนที่ขายักไปยักมาได้
ก๑๐๑_4,ลูกหนู,ส่วนที่นูนขึ้นบนกล้ามเนื้อเวลาเอามือดึงหรือฟันที่แขน
ก๑๐๑_5,หนั่นเนื้อ,เนื้อแน่น
ก๑๐๑_6,เกลียวคอ,กล้ามเนื้อที่คอสำหรับทำให้เอี้ยวคอได้สะดวก
ก๑๐๑_7,เกลียวข้าง,กล้ามเนื้อที่สีข้าง
ก๑๐๒,กระดูก,
ก๑๐๒_1,กระดูก; กระดูกกระเดี้ยว (ไม่ทางการ),"โครงร่างกายมีลักษณะแข็ง [ล.ว่า ชิ้น, ซี่, ท่อน]"
ก๑๐๒_2,โครงกระดูก,กระดูกซึ่งทำให้ร่างกายทรงรูปร่างอยู่
ก๑๐๒_3,"กะโหลก, กะโหลกศีรษะ, หัวกะโหลก; พระสิรัฐิ, พระสีสกฎาหะ, กะโหลกพระเศียร (ราชา)","กระดูกที่หุ้มมันสมอง [ล.ว่า กะโหลก, หัว]"
ก๑๐๒_4,"ขากรรไกร, ต้นพระหนุ",ดูความหมายใน ท ๕๐
ก๑๐๒_5,ลูกกระเดือก; พระกัณฐมณี (ราชา),กระดูกอ่อนที่คอหอย [ล.ว่า ลูก]
ก๑๐๒_6,"กระดูกไหปลาร้า, ไหปลาร้า","กระดูกทั้งคู่ที่อยู่เหนือหัวอกใต้ต้นคอด้านหน้า [ล.ว่า ชิ้น, ท่อน]"
ก๑๐๒_7,สะบัก,ส่วนของกระดูกวงไหล่ อยู่ถัดบ่าลงไปข้างหลัง เชื่อมต่อกับกระดูกไหปลาร้าและกระดูกต้นแขนบริเวณหัวไหล่ [ล.ว่า ข้าง]
ก๑๐๒_8,"กระดูกซี่โครง, ซี่โครง; พระผาสุกะ (ราชา); ขี้โครง (ปาก)",กระดูกโครงอกที่เรียงเป็นซี่ [ล.ว่า ซี่]
ก๑๐๒_9,ลิ้นปี่,ตอนปลายกระดูกหน้าอกที่ย้อยลงมาระหว่างซี่โครง [ล.ว่า ชิ้น]
ก๑๐๒_10,กระดูกสันหลัง,กระดูกเป็นชุดต่อกันเป็นแนวตั้งลงมาตลอดหลัง [ล.ว่า ชิ้น; ชุด]
ก๑๐๒_11,ก้นกบ,ปลายกระดูกสันหลังชิ้นที่สุดลงมาข้างล่าง
ก๑๐๒_12,"กระดูกเชิงกราน, เชิงกราน",กระดูกสะโพกที่มีสัณฐานอย่างเชิงกรานส่วนล่างของกระดูกเชิงกรานที่แตะพื้นเวลานั่งเรียก ตะเกียบ
ก๑๐๒_13,"ตะคาก, หัวตะคาก",แง่กระดูกเชิงกรานที่อยู่ใต้บั้นเอว [ล.ว่า ข้าง]
ก๑๐๒_14,"ลูกสะบ้า, สะบ้าหัวเข่า","กระดูกมีลักษณะกลมๆ แบนๆ ประกอบเป็นส่วนนูนสุดของกระดูกหัวเข่า [ล.ว่า ข้าง, ชิ้น]"
ก๑๐๒_15,ข้อต่อ,ส่วนที่กระดูกกับกระดูกติดต่อกัน
ก๑๐๓,ไขกระดูก ไขข้อ ไขมัน,
ก๑๐๓_1,ไขกระดูก,เนื้อส่วนในของกระดูก บางแห่งเป็นที่สร้างเม็ดเลือดชนิดต่างๆ ของร่างกาย
ก๑๐๓_2,ไขข้อ,น้ำหล่อลื่นข้อของร่างกาย
ก๑๐๓_3,ไขมัน,ไขและมันที่อยู่ในร่างกาย
ก๑๐๔,ต่อม,
ก๑๐๔_1,ต่อม,"อวัยวะที่ทำหน้าที่สร้างและหลั่งสารที่มีประโยชน์และมีโทษต่อร่างกาย มีต่างๆ เช่น ต่อมไขมัน, ต่อมน้ำลาย, ต่อมเหงื่อ [ล.ว่า ต่อม]"
ก๑๐๔_2,ไข่ดัน,ต่อมน้ำเหลืองที่อยู่ใต้ผิวหนังบริเวณขาหนีบ [ล.ว่า ก้อน]
ก๑๐๔_3,ไซนัส,ต่อมในโพรงจมูก เช่น ไซนัสอักเสบ
ก๑๐๔_4,ทอนซิล,ต่อมในลำคอข้างละปุ่ม ช่วยป้องกันการแผ่กระจายของแบคทีเรียเข้าสู่ร่างกายผ่านทางลำคอ
ก๑๐๔_5,ลูกหนู,ต่อมที่มีลักษณะเป็นไต กลิ้งได้อยู่ที่ใต้หูใต้คาง
ก๑๐๔_6,ตับ; พระยกนะ (ราชา),"ต่อมที่ใหญ่ที่สุดในร่างกาย อยู่ทางส่วนบนของช่องท้อง ทำหน้าที่สร้างน้ำดีและโปรตีนบางชนิด [ล.ว่า กลีบ, ตับ, อัน]"
ก๑๐๔_7,ต่อมน้ำตา,ดูความหมายใน
ก๓๒_1,"เส้นเลือด, หลอดเลือด; เส้นพระโลหิต, หลอดพระโลหิต (ราชา)",ส่วนของร่างกายที่มีลักษณะเป็นหลอดนำโลหิตไปสู่หรือออกจากส่วนต่างๆ ของร่างกาย [ล.ว่า เส้น; หลอด]
ก๓๒_2,เส้นประสาท; พระธมนี (ราชา),ส่วนของร่างกายมีลักษณะคล้ายเส้นใย มีหน้าที่นำคำสั่งและความรู้สึกไปสู่หรือออกจากสมองหรืออวัยวะส่วนอื่นของร่างกาย [ล.ว่า เส้น]
ก๓๒_3,ไขสันหลัง,ประสาทส่วนกึ่งกลางซึ่งต่อทอดลงมาจากสมอง
ก๓๒_4,"เส้นเอ็น, เอ็น; พระนหารู (ราชา)","เส้นชนิดหนึ่งอยู่ตามปลายกล้ามเนื้อช่วยความเคลื่อนไหวของร่างกาย [ล.ว่า ท่อน, เส้น]"
ก๓๒_5,ร้อยหวาย,เอ็นเหนือส้นเท้า
ก๑๐๖,อาการของเส้นเลือด,
ก๑๐๖_1,ชีพจร; พระชีพจร (ราชา),อาการที่เส้นเลือดเต้นอยู่ตามร่างกาย เช่น ที่ข้อมือ
ก๑๐๗,สมอง,
ก๑๐๗_1,"มันสมอง, สมอง; พระมัตถลุงค์ (ราชา)","ส่วนที่อยู่ภายในกะโหลกศีรษะ มีลักษณะนุ่มๆ หยุ่นๆ เป็นลูกคลื่นเป็นที่รวมประสาทให้เกิดความรู้สึก [ล.ว่า ก้อน, สมอง]"
ก๑๐๘,หัวใจ ปอด ฯลฯ,
ก๑๐๘_1,"หัวใจ; พระหทัย, พระกมล (ราชา); กมล, หทัย, หฤทัย, ฤทัย (กวี)",อวัยวะภายในสำหรับฉีดเลือดให้หมุนเวียนเลี้ยงร่างกาย [ล.ว่า หัวใจ]
ก๑๐๘_2,ปอด; พระปัปผาสะ (ราชา),อวัยวะภายในทำหน้าที่เกี่ยวกับการหายใจ [ล.ว่า กลีบ; ปอด]
ก๑๐๘_3,ถุงลม,เนื้อบางละเอียดรูปคล้ายรังผึ้งมีอยู่ในปอด [ล.ว่า ถุง]
ก๑๐๘_4,กะบังลม,แผ่นกั้นช่องท้องกับช่องอกประกอบด้วยกล้ามเนื้อและพังผืดยืดและหดได้ ช่วยในการหายใจ [ล.ว่า แผ่น]
ก๑๐๘_5,หลอดลม; หลอดพระวาโย (ราชา),หลอดสำหรับอากาศเดินทางไปสู่ปอด มีลักษณะเป็นกระดูกอ่อนรูปวงแหวน [ล.ว่า หลอด]
ก๑๐๙,กระเพาะอาหาร ลำไส้ ฯลฯ,
ก๑๐๙_1,"กระเพาะ, กระเพาะอาหาร",อวัยวะภายในของคนและสัตว์เป็นที่เก็บและย่อยอาหาร [ล.ว่า กระเพาะ]
ก๑๐๙_2,"ลำไส้, ไส้","อวัยวะภายในเป็นเส้นขดไปมาเชื่อมกระเพาะอาหารกับทวารหนัก มีลำไส้เล็กและลำไส้ใหญ่ [ล.ว่า ขด, ท่อน]"
ก๑๐๙_3,หลอดอาหาร,ทางเดินอาหารอยู่ระหว่างคอหอยส่วนล่างกับกระเพาะอาหาร [ล.ว่า หลอด]
ก๑๐๙_4,"ไส้ตัน, ไส้ติ่ง",ติ่งสั้นงอกจากลำไส้ [ล.ว่า อัน]
ก๑๐๙_5,ดาก,ปลายลำไส้ใหญ่ที่ทวารหนัก
ก๑๐๙_6,ตับ,ดูความหมายใน
ก๑๐๔_1,ตับอ่อน,อวัยวะซึ่งทำหน้าที่ส่งน้ำย่อยอาหารให้ลำไส้และเป็นบ่อเกิดของฮอร์โมน ซึ่งทำให้การแปรธาตุของคาร์โบไฮเดรตเป็นไปในสภาพปรกติ
ก๑๐๔_2,"ถุงน้ำดี, ดี; พระปิตตะ (ราชา)",อวัยวะที่เก็บน้ำดีอยู่ใต้ตับ
ก๑๐๔_3,ม้าม; พระปิหก (ราชา),อวัยวะที่เกี่ยวข้องกับการสร้างและทำลายเซลล์อยู่ส่วนลึกภายในช่องท้องหลังกระเพาะอาหาร [ล.ว่า ม้าม]
ก๑๑๐,กระเพาะปัสสาวะและไต,
ก๑๑๐_1,ไต; พระวักกะ (ราชา),อวัยวะคู่หนึ่งอยู่ในช่องท้องใกล้กระดูกสันหลังทำหน้าที่ขับของเสียออกมากับน้ำปัสสาวะ [ล.ว่า ไต]
